'a'gan'hui 阿甘回
'zhan'wang 谵妄
'zhan'wu'bu'sheng 战无不胜
'zhan'wu'chang 斩无常
'zhan'wu'chang'guan'ti 斩无常贯体
'zhan'xiang'jian'ta 战象践踏
'zhan'xiang'tu'jin 战象突进
'zhan'xin 战心
'zhan'xin'guan'ti 战心贯体
'zhan'xue 斩雪
'zhan'xue 绽雪
'zhan'xue'feng'ren 绽血锋刃
'zhan'ye 斩业
'zhan'yi 战意
'zhan'yi 战毅
'zhan'yi'dao 斩一刀
'zhan'yi'wei'fang 沾衣未妨
'zhan'yi'wei'fang 沾衣未防
'zhan'ying 盏萤
'zhan'yu 斩欲
'zhan'yu'chuan'ci 斩欲穿刺
'zhan'yue 斩岳
'zhan'zhen'ci'ji 战阵刺击
'zhan'zhen'jian'yu 战阵箭雨
'zhan'zhen'ju'dun 战阵举盾
'zhan'zhen'lie'zhen 战阵列阵
'zhan'zhen'xie'dun 战阵卸盾
'zhan'zheng'jian'ta 战争践踏
'zhan'zong'bu'ji 占踪卜迹
'zhang'chu'yan'xia 丈出烟霞
'zhang'fa'da'ri'ru'lai 掌法大日如来
'zhang'fa'fan'tian'bo're 掌法梵天般若
'zhang'fa'ji'luo 掌法击落
'zhang'fa'zhu'xing'wu'chang 掌法诸行无常
'zhang'huo 掌火
'zhang'ji 掌击
'zhang'ji 杖击
'zhang'ji'bu'zhi'huo 杖击不知火
'zhang'ji'mu'long'ya 杖击木龙牙
'zhang'jian 仗剑
'zhang'jian'guan'ti 仗剑贯体
'zhang'mao 瘴茅
'zhang'mu'xu'ying 障幕虚影
'zhang'qi 瘴气
'zhang'qi'quan'di 瘴气圈地
'zhang'sun'bi'fa 长孙笔法
'zhang'wang 张望
'zhang'xue'qi'gou 仗雪欺狗
'zhang'ye'da'cai 张掖大菜
'zhang'yin 掌印
'zhang'yue'hu 瘴月弧
'zhang'yun'kuang'yong 瘴云狂涌
'zhang'zui 张嘴
'zhao'cai 招财
'zhao'can'mu'li 朝参暮礼
'zhao'dao'le 找到了
'zhao'dong'xi 找东西
'zhao'huan 召唤
'zhao'huan'bang'shou 召唤帮手
'zhao'huan'chen'lun'mo 召唤沉沦魔
'zhao'huan'du'chong 召唤毒虫
'zhao'huan'dun'pai'bing 召唤盾牌兵
'zhao'huan'feng'huang 召唤凤凰
'zhao'huan'fu'ji 召唤伏击
'zhao'huan'guan'jia 召唤管家
'zhao'huan'hei'ying 召唤黑鹰
'zhao'huan'jiao'mu'jiao 召唤角木蛟
'zhao'huan'lang'qun 召唤狼群
'zhao'huan'ling'hou 召唤灵猴
'zhao'huan'ling'she 召唤灵蛇
'zhao'huan'liu'yun'jian 召唤流云剑
'zhao'huan'nei'li'qiu 召唤内力球
'zhao'huan'pang'xie 召唤螃蟹
'zhao'huan'pao'ta 召唤炮塔
'zhao'huan'qi'lin 召唤麒麟
'zhao'huan'shi'yi 召唤使役
'zhao'huan'shu'shi'hun 召唤术侍魂
'zhao'huan'su'bai'yue 召唤苏白月
'zhao'huan'su'feng'tang 召唤苏凤棠
'zhao'huan'teng'she 召唤螣蛇
'zhao'huan'tong'ban 召唤同伴
'zhao'huan'yu'feng'hua 召唤虞风华
'zhao'huan'zhen'niao 召唤鸩鸟
'zhao'huan'zou'wu 召唤驺吾
'zhao'hui 召回
'zhao'ji 爪击
'zhao'lai 召来
'zhao'lan 招揽
'zhao'lei'lai'zhu 召雷来助
'zhao'lu 朝露
'zhao'ming'dan 照明弹
'zhao'mu'qi'wu 朝暮起舞
'zhao'qi'long'juan 沼气龙卷
'zhao'qing'bai'mou 召请白某
'zhao'qing'ke'ren 召请可人
'zhao'qing'mi'li'gu'li 召请米丽古丽
'zhao'qing'mo'yu 召请莫雨
'zhao'qing'si'kong'zhong'ping 召请司空仲平
'zhao'qing'si'tu'yi'yi 召请司徒一一
'zhao'qing'tao'han'ting 召请陶寒亭
'zhao'qing'xiao'qi 召请小七
'zhao'qing'xiao'yao'er 召请肖药儿
'zhao'qing'yan 召请烟
'zhao'qing'ying 召请影
'zhao'qing'you'ju 召请游驹
'zhao'qing'yue'nong'hen 召请月弄痕
'zhao'qing'zhang'zhi'yuan 召请张桎辕
'zhao'ri'li'ren 朝日俪人
'zhao'shi'er 招式贰
'zhao'shi'yi 招式壹
'zhao'shou 招手
'zhao'shuang 照霜
'zhao'xue 照雪
'zhao'xun 找寻
'zhao'yan'huo'xin 昭炎惑心
'zhao'yao 招摇
'zhao'ye 照野
'zhao'yue 照月
'zhao'yun'mu'xue 朝云暮雪
'zhao'zhao 昭昭
'zhao'zhao'zhao 找找找
'zhe'chong 折冲
'zhe'chong'yan'nan 折冲厌难
'zhe'chong'yan'nan'guan'ti 折冲厌难贯体
'zhe'gu 折骨
'zhe'gu'gong 鹧鸪弓
'zhe'hua 折花
'zhe'jiu'shi'lang'ya 这就是狼牙
'zhe'lie 磔裂
'zhe'long'lei 蛰龙雷
'zhe'mo 折磨
'zhe'sha 蛰杀
'zhe'shi'er'ji 这是二级
'zhe'tian'jian'yu 遮天箭雨
'zhe'xian 谪仙
'zhe'yao 蛰咬
'zhe'yao 蜇咬
'zhe'ye'long'hua 折叶笼花
'zhe'ye'long'hua'guan'ti 折叶笼花贯体
'zhe'yi 折意
'zhe'zhi'fu'lu 折枝拂露
'zhe'zhi'liu'chun 折枝留春
'zhei'li 这里
'zhen'bao 震爆
'zhen'bao'dan 震爆弹
'zhen'bian 针砭
'zhen'cha 侦查
'zhen'cha 斟茶
'zhen'che'shan 震彻山
'zhen'chi 振翅
'zhen'chi 鸩翅
'zhen'chi'tu'nan 振翅图南
'zhen'ci 针刺
'zhen'dang 震荡
'zhen'dang'bo 震荡波
'zhen'di 震地
'zhen'di'chan'chen'chui 震地颤尘锤
'zhen'di'chu 震地初
'zhen'di'ji 震地击
'zhen'di'ji'dang 震地激荡
'zhen'di'luo'hu 震地落虎
'zhen'di'meng'ji 震地猛击
'zhen'di'yan 震地炎
'zhen'di'yang'sha 震地扬沙
'zhen'di'zhong 震地终
'zhen'di'zhong'ji 震地重击
'zhen'e'sui'xin'gong 镇恶碎心功
'zhen'er 震耳
'zhen'fa 阵法
'zhen'fa'fan'shi 阵法反噬
'zhen'fa'feng'huo 阵法风火
'zhen'fa'shan'lin 阵法山林
'zhen'fen 振奋
'zhen'feng 枕风
'zhen'feng 震锋
'zhen'feng'kuang'ji'zou 真疯狂疾走
'zhen'ge 枕戈
'zhen'gu 贞固
'zhen'hu 贞护
'zhen'hun 镇魂
'zhen'hun'fan'ling'jie 镇魂梵铃劫
'zhen'hun'jie'fang 真魂解放
'zhen'hun'she'po 镇魂慑魄
'zhen'huo'liu'xing'yun 真火流星陨
'zhen'huo'mei'zhi 真火魅指
'zhen'huo'qi'chang 真火气场
'zhen'ji 镇机
'zhen'ji 震击
'zhen'jia 振甲
'zhen'jian 震剑
'zhen'jian'bo 震剑波
'zhen'kong 震空
'zhen'kong'dan 震空弹
'zhen'lei 震雷
'zhen'lei'yin 震雷引
'zhen'li'sheng'yan 真理圣炎
'zhen'li'sheng'yan'wu 真理圣炎舞
'zhen'li'sheng'yan'zhan 真理圣炎斩
'zhen'lin'sui'shan 震林碎山
'zhen'liu 枕流
'zhen'long'hu'dun 真龙护盾
'zhen'long'jian'qi'duan'hai 真龙剑气断海
'zhen'long'jian'qi'shen'lei 真龙剑气神雷
'zhen'long'jian'qi'zhong 真龙剑气终
'zhen'long'jian'yi 真龙剑意
'zhen'long'jin 真龙劲
'zhen'long'men'san'die'lang 真龙门三叠浪
'zhen'long'tou 镇龙头
'zhen'long'zhi'wei 真龙之威
'zhen'mo 镇魔
'zhen'mo'ji'dao 镇魔极道
'zhen'niao'du'zhuo 鸩鸟毒啄
'zhen'nie'yun'zhu'yue 真蹑云逐月
'zhen'nu 震怒
'zhen'nu'mu 真怒目
'zhen'nu'pao'xiao 震怒咆哮
'zhen'pai'zhao'shi 镇派招式
'zhen'qi 真气
'zhen'qi'bao'lie 真气爆裂
'zhen'qi'fan'chong 真气反冲
'zhen'qi'hong'liu 真气洪流
'zhen'qi'hua'long 真气化龙
'zhen'qi'huang'hei'ya 真七荒黑牙
'zhen'qi'hui'zhuan 真气回转
'zhen'qi'hun'luan 真气混乱
'zhen'qi'ji'dang 真气激荡
'zhen'qi'luan'she 真气乱射
'zhen'qi'tan'ta 真气坍塌
'zhen'qi'zhen'dang 真气震荡
'zhen'quan'yin 真拳印
'zhen'ru 真如
'zhen'ru'guan'ti 真如贯体
'zhen'shan 震山
'zhen'shan'chui'feng 震山锤风
'zhen'shan'hao 震山嚎
'zhen'shan'he 镇山河
'zhen'shan'he 震山河
'zhen'shan'hou 镇山吼
'zhen'shan'ta 震山踏
'zhen'shang 枕上
'zhen'shao'yun 真烧云
'zhen'she 震慑
'zhen'she'quan 震慑拳
'zhen'shen'guang'yao 真神光耀
'zhen'shen'guang'yao'ji 真神光耀极
'zhen'si'xiang'lun'hui 真四象轮回
'zhen'sui 镇祟
'zhen'ti 震蹄
'zhen'tian 震天
'zhen'tian'chui 震天锤
'zhen'tian'hou 震天吼
'zhen'tian'lei 震天雷
'zhen'tian'xue'dun 震天血盾
'zhen'tong'bao'lie 镇痛爆裂
'zhen'tu'beng'zha'dan 真土崩炸弹
'zhen'tui 震退
'zhen'xia'che 真下车
'zhen'xian 振弦
'zhen'xiang'long'shi'ba'zhang 真降龙十八掌
'zhen'xiao 震霄
'zhen'xiao'luo'lei 震霄落雷
'zhen'xin'jian'yi 震心剑意
'zhen'xing'huan'wei 阵型换位
'zhen'xing'ru'yu 镇星入舆
'zhen'xing'ru'yu 阵星入舆
'zhen'xing'ru'yu'yi 镇星入舆移
'zhen'xiu'luo'shun'xi'shan 真修罗瞬息闪
'zhen'xiu'pan 珍馐盘
'zhen'ya 镇压
'zhen'ya 震压
'zhen'yan'tian'ji 阵衍天机
'zhen'yang 真阳
'zhen'yang'bao'lie 真阳爆裂
'zhen'yang'jian'shi 真漾剑式
'zhen'yi'shan'tian'zhu 真一闪天诛
'zhen'yi'shan'wu'hen 真一闪无痕
'zhen'yin'zhen'qi 真阴真气
'zhen'ying'feng'hui'lang 真迎风回浪
'zhen'you'ming'zhi 真幽冥指
'zhen'yu 针雨
'zhen'yu 鸩羽
'zhen'yu'yan 镇狱眼
'zhen'yu'you 鸩羽游
'zhen'yu'zhi'shi 鸩羽之蚀
'zhen'yuan'lian'shan'heng'sao 真元连闪横扫
'zhen'yuan'lian'shan'hu'you 真元连闪护佑
'zhen'yuan'lian'shan'hua'jin 真元连闪化劲
'zhen'yuan'lian'shan'lie'di 真元连闪裂地
'zhen'yuan'lian'shan'po'kong 真元连闪破空
'zhen'yuan'lian'shan'ran'xue 真元连闪燃血
'zhen'yuan'lian'shan'sui'lu 真元连闪碎颅
'zhen'yuan'lian'shan'yi'qi 真元连闪益气
'zhen'yue 镇岳
'zhen'yue 震岳
'zhen'yue'shi 震岳势
'zhen'yun'jie'hui 阵云结晦
'zhen'yun'jue 阵云绝
'zhen'yun'wei 阵陨伪
'zhen'yun'zhen 阵陨真
'zhen'zhao 针沼
'zhen'zhen'she'quan 真震慑拳
'zhen'zhu'bei 珍珠贝
'zhen'zi 真姿
'zhen'zuo'wang'wu'wei 真坐忘无为
'zheng'bei 征北
'zheng'cu 争簇
'zheng'fa'jiu'zhou 征伐九州
'zheng'gang'jue 正罡诀
'zheng'gu 正骨
'zheng'ji 争疾
'zheng'jia'shan'bing 整甲缮兵
'zheng'lan'de'kou'rou 蒸烂的扣肉
'zheng'lan'le'de'fen'chang 蒸烂了的粉肠
'zheng'li 整理
'zheng'li'tou'fa 整理头发
'zheng'meng 狰猛
'zheng'mian'yi'dao 正面一刀
'zheng'ming 争鸣
'zheng'ming 铮鸣
'zheng'nian 正念
'zheng'qi 正气
'zheng'qi'bao'fa 蒸汽爆发
'zheng'san'de'bao'zi 蒸散的包子
'zheng'shen'yan'wu 争神焱舞
'zheng'sheng 铮声
'zheng'shi'yi'yin 正始遗音
'zheng'tuo 挣脱
'zheng'xia 正夏
'zheng'xiong 征凶
'zheng'yang 正阳
'zheng'yi 征夷
'zheng'zha 挣扎
'zheng'zha'you 挣扎右
'zheng'zha'zuo 挣扎左
'zheng'zhu 徵逐
'zheng'zuo 正坐
'zhi'bei 掷杯
'zhi'bu 滞步
'zhi'cai 制裁
'zhi'can 致残
'zhi'chi'zhi'jian 咫尺之间
'zhi'chou 志酬
'zhi'chui 掷锤
'zhi'ci 直刺
'zhi'ci'shi 直刺式
'zhi'cui 织翠
'zhi'di'wang'shen 指敌忘身
'zhi'di'you'sheng 掷地有声
'zhi'ding'dian'yi'dong 指定点移动
'zhi'du 置毒
'zhi'du'ren 掷毒刃
'zhi'fen 鸷愤
'zhi'fu 直符
'zhi'han 知寒
'zhi'hui 指挥
'zhi'hui'wan'jian'qi'fa 指挥万箭齐发
'zhi'hui'zhui'niao 指挥坠鸟
'zhi'huo'lian'mian 炙火连绵
'zhi'ji 直己
'zhi'ji 知机
'zhi'jie'shang'hai'ji'neng'du 直接伤害技能毒
'zhi'jie'shang'hai'ji'neng'wai'gong 直接伤害技能外功
'zhi'jie'shang'hai'ji'neng'yang'xing 直接伤害技能阳性
'zhi'jie'shang'hai'ji'neng'yin'xing 直接伤害技能阴性
'zhi'jie'shang'hai'ji'neng'zhong'xing 直接伤害技能中性
'zhi'jing 执旌
'zhi'jing 至静
'zhi'kao 炙烤
'zhi'kou'zhi'qiu 肢口之囚
'zhi'li 直立
'zhi'liao 治疗
'zhi'liao'huan 治疗环
'zhi'liao'tou'zhi 治疗投掷
'zhi'liao'yao'wu 治疗药雾
'zhi'liao'yu'shu'qiong'zhi 治疗玉树琼枝
'zhi'ma'jia'xin'nu 芝麻夹心弩
'zhi'mi 执迷
'zhi'mi'bu'fan 执迷不返
'zhi'mian 滞眠
'zhi'mian'za'nian 直面杂念
'zhi'ming'bian'ta 致命鞭挞
'zhi'ming'chuan'ci 致命穿刺
'zhi'ming'da'ji 致命打击
'zhi'ming'du'qi 致命毒气
'zhi'ming'du'wu 致命毒雾
'zhi'ming'du'ya 致命毒牙
'zhi'ming'ge'dang 致命格挡
'zhi'ming'gong'ji 致命攻击
'zhi'ming'lie'sha'chuan'ci 致命猎杀穿刺
'zhi'ming'si'yao 致命撕咬
'zhi'ming'tu'xi 致命突袭
'zhi'ming'xue'du 致命血毒
'zhi'ming'yi'ji 致命一击
'zhi'nian 执念
'zhi'nian'chan 执念禅
'zhi'nian'chan 执念缠
'zhi'nian'luan 执念乱
'zhi'nian'wu 执念武
'zhi'quan 直拳
'zhi're'hong'liu 炙热洪流
'zhi're'zhuo'shang 炙热灼伤
'zhi'rou 至柔
'zhi'shang 致伤
'zhi'shang'tan'bing 纸上谈兵
'zhi'shao 炙烧
'zhi'shen 滞身
'zhi'shi'man'ji 植尸蛮击
'zhi'shui 止水
'zhi'si'da'ji 致死打击
'zhi'si'lie'sha 致死猎杀
'zhi'si'qiang'ji 致死枪击
'zhi'si'san'she 致死散射
'zhi'su 止蔌
'zhi'tian 织天
'zhi'tian'ji 制天极
'zhi'wei 知微
'zhi'wo'zui'wo 知我罪我
'zhi'wu 织雾
'zhi'wu 至武
'zhi'xi 窒息
'zhi'xian 织线
'zhi'xin 织心
'zhi'xin'yao 织心谣
'zhi'xing'zhou 纸行舟
'zhi'xue 止血
'zhi'xue'cao 止血草
'zhi'xue'tie'biao 炙血铁镖
'zhi'xue'wan 止血丸
'zhi'yan 炙焰
'zhi'yan'duan'chen 织炎断尘
'zhi'yan'jia'shui 制盐加水
'zhi'yan'jiao'ban 制盐搅拌
'zhi'yan'qu'yan 制盐取盐
'zhi'yan'tian'chai 制盐添柴
'zhi'yang'fan'shi 至阳反噬
'zhi'ye'jia'qiang 职业加强
'zhi'ye'xue'ruo 职业削弱
'zhi'yi 知意
'zhi'yin 知音
'zhi'yin'duan'xian 知音断弦
'zhi'yu 治愈
'zhi'yu'shi'ming 治愈失明
'zhi'yuan 支援
'zhi'zao 制造
'zhi'zao'xiang'dong 制造响动
'zhi'zhi 知止
'zhi'zhi 知至
'zhi'zhi'guan'ti 知至贯体
'zhi'zhu 知著
'zhi'zhu'si 蜘蛛丝
'zhi'zi'zhi'shou 执子之手
'zhi'zu 止足
'zhong'chen 众嗔
'zhong'chong'jian 中冲剑
'zhong'chuang 重创
'zhong'chuang'er 重创贰
'zhong'chuang'san 重创叁
'zhong'chuang'tu 重创突
'zhong'chuang'yi 重创一
'zhong'chui 重锤
'zhong'du 中毒
'zhong'duan'huan'ling'shu 中断唤灵术
'zhong'duan'zhan 中段斩
'zhong'er'zhi'lu 种尔之颅
'zhong'feng 终风
'zhong'fu'zhen'di 重斧震地
'zhong'gu 种蛊
'zhong'gu 重蛊
'zhong'hua'you'xi 重花游嬉
'zhong'hua'you'xi 重花游戏
'zhong'hui 重辉
'zhong'ji 重击
'zhong'ji 重激
'zhong'ji'lian'ci 重戟连刺
'zhong'ji'tou'zhi 重击投掷
'zhong'jie'bing'yong 终结兵勇
'zhong'jie'ji 终结技
'zhong'jing 众境
'zhong'jing'zhao'ri 中景朝日
'zhong'lin'ke'gu 钟林刻骨
'zhong'lin'lang'rui 钟林浪蕊
'zhong'lin'yu'xiu 钟林毓秀
'zhong'ling 钟灵
'zhong'ming 钟鸣
'zhong'nu 重弩
'zhong'nu'gong'ji 重弩攻击
'zhong'nu'she'ji 重弩射击
'zhong'nu'xing'tai 重弩形态
'zhong'pao'she'ji 重炮射击
'zhong'pi 重劈
'zhong'pin'bu'jin'dan 中品补筋丹
'zhong'pin'bu'jin'san 中品补筋散
'zhong'pin'chang'sheng'dan 中品长生丹
'zhong'pin'ding'tong'san 中品定痛散
'zhong'pin'feng'shen'wan 中品风身丸
'zhong'pin'hu'xin'dan 中品护心丹
'zhong'pin'hu'xin'san 中品护心散
'zhong'pin'huo'luo'dan 中品活络丹
'zhong'pin'huo'luo'gao 中品活络膏
'zhong'pin'huo'luo'san 中品活络散
'zhong'pin'huo'luo'wan 中品活络丸
'zhong'pin'jian'gu'dan 中品健骨丹
'zhong'pin'jian'gu'san 中品健骨散
'zhong'pin'jin'chuang'dan 中品金创丹
'zhong'pin'jin'chuang'san 中品金创散
'zhong'pin'jin'chuang'yao 中品金疮药
'zhong'pin'jin'yuan'dan 中品金元丹
'zhong'pin'jin'yuan'san 中品金元散
'zhong'pin'jing'xin'wan 中品静心丸
'zhong'pin'ju'hun'dan 中品聚魂丹
'zhong'pin'ju'hun'san 中品聚魂散
'zhong'pin'ju'shen'dan 中品聚神丹
'zhong'pin'ju'yuan'dan 中品聚元丹
'zhong'pin'kang'long'dan 中品亢龙丹
'zhong'pin'kang'long'san 中品亢龙散
'zhong'pin'lie'huo'san 中品烈火散
'zhong'pin'na'yuan'wan 中品纳元丸
'zhong'pin'ning'shen'dan 中品凝神丹
'zhong'pin'pi'li'san 中品霹雳散
'zhong'pin'po'hui'dan 中品破秽丹
'zhong'pin'qiang'shen'dan 中品强身丹
'zhong'pin'qiang'shen'san 中品强身散
'zhong'pin'tiao'he'san 中品调和散
'zhong'pin'wan'hua'dan 中品万花丹
'zhong'pin'wan'ling'dan 中品万灵丹
'zhong'pin'wan'ling'san 中品万灵散
'zhong'pin'xiao'yao'qing'shen'san 中品逍遥轻身散
'zhong'pin'xuan'yin'dan 中品玄阴丹
'zhong'pin'you'ming'san 中品幽冥散
'zhong'pin'yu'lu'wan 中品玉露丸
'zhong'pin'zhan'feng'dan 中品展凤丹
'zhong'pin'zhi'xue'dan 中品止血丹
'zhong'pin'zhi'xue'gao 中品止血膏
'zhong'pin'zhi'xue'san 中品止血散
'zhong'pin'zhi'xue'wan 中品止血丸
'zhong'quan 重拳
'zhong'quan'yu'bo 重拳余波
'zhong'shang 重伤
'zhong'shang'guo'du 重伤过度
'zhong'sheng 钟声
'zhong'sheng'du 众生度
'zhong'sheng'jue 众生诀
'zhong'shi'kun'peng'he'ming'shi 终式鲲鹏和鸣式
'zhong'shuai 重摔
'zhong'ti 重踢
'zhong'xin'dian 中心点
'zhong'xin'shou'hu 忠心守护
'zhong'xing'gong'yue 众星拱月
'zhong'xue'qiu'nian'ya 中雪球碾压
'zhong'ya 重压
'zhong'yan 重烟
'zhong'yan'can'pian 终焉残片
'zhong'yan'can'zhang 终焉残章
'zhong'yan'tun'shi 终焉吞噬
'zhong'zhan 重斩
'zhong'zhang 重掌
'zhong'zhi 中峙
'zhong'zi'po'lie 种子破裂
'zhong'zui'zhuo'shao 重罪灼烧
'zhou'fa'bo'jia'fan 咒法薄迦梵
'zhou'fa'da'jin'lun 咒法大金轮
'zhou'fa'zhong'bai'lun 咒法中百论
'zhou'feng 骤风
'zhou'feng'ling 骤风令
'zhou'fu'an'yan 咒符暗炎
'zhou'fu'jin 咒符烬
'zhou'fu'niao 咒符鸟
'zhou'fu'yang'yan 咒符阳炎
'zhou'ji 肘击
'zhou'ling 周灵
'zhou'ling'bao'fa 咒凌爆发
'zhou'liu 周流
'zhou'shang'qing'feng 舟上青峰
'zhou'shang'qing'feng'chuan'tou 舟上青峰穿透
'zhou'shen 周慎
'zhou'si 咒死
'zhou'tian'gong 周天功
'zhou'tian'qi 咒天启
'zhou'xing'luo'xing 舟行落星
'zhou'yang 昼阳
'zhou'yin'bing'han 咒印冰寒
'zhou'yin'jie 咒印界
'zhou'yong 骤涌
'zhou'yu'han'jiang 骤雨寒江
'zhou'yu'jin 骤雨劲
'zhou'zhong'yuan'yao'de'ce'shi'ji'neng'deng'tao'lu 周中原要的测试技能等套路
'zhou'zhong'yuan'yao'de'ce'shi'ji'neng'shang'hai'tao'lu 周中原要的测试技能伤害套路
'zhu'bao'qing'sa 珠宝倾洒
'zhu'bei 逐北
'zhu'bing 铸兵
'zhu'bing'jie'ren 铸兵劫刃
'zhu'bo'ling'you 逐波灵游
'zhu'bo'ling'you'bao 逐波灵游爆
'zhu'chan'shi'xue 蛛蟾嗜血
'zhu'dao 祝祷
'zhu'dong'xing 主动型
'zhu'du 蛛毒
'zhu'fa'kong'xiang 诸法空相
'zhu'fei 煮沸
'zhu'feng 逐风
'zhu'feng'chuan'xin 蛛蜂穿心
'zhu'feng'fei'xue'zhan 逐风飞雪斩
'zhu'fu'a'huang 祝福阿黄
'zhu'fu'bi'yi 祝福比翼
'zhu'fu'bu'er 祝福不二
'zhu'fu'kong'ming'deng 祝福孔明灯
'zhu'fu'nian'shou 祝福年兽
'zhu'fu'niu'yun'heng'tong 祝福牛运亨通
'zhu'fu'qi'le'rong'rong 祝福企乐绒绒
'zhu'fu'su'liu'guang 祝福溯流光
'zhu'fu'xiao'jing'ling 祝福小精灵
'zhu'gu 逐蛊
'zhu'guang 烛光
'zhu'guo 朱果
'zhu'hong 逐鸿
'zhu'hua 逐华
'zhu'huai 诸怀
'zhu'ji 诛击
'zhu'jian'ke 竹间客
'zhu'jian'xing 竹间行
'zhu'jian'yao 竹间谣
'zhu'jian'yun'yu 蛛茧孕育
'zhu'jue'bu'xie'mu'qie'die'shang'hai 主角不谢幕且叠伤害
'zhu'lan 逐岚
'zhu'lan'de'ban'jin 煮烂的板筋
'zhu'lan'de'jiao'zi 煮烂的饺子
'zhu'lan'de'pan'long'jiao 煮烂的盘龙饺
'zhu'lan'de'xi'feng'jiao 煮烂的戏凤饺
'zhu'lian'sheng'hua 逐莲升华
'zhu'lian'sheng'yun'shi 逐莲升云式
'zhu'ling 祝灵
'zhu'ling'biao 竹菱镖
'zhu'ling'biao'biao'du 竹菱镖镖毒
'zhu'ling'biao'du'bao 竹菱镖毒爆
'zhu'ling'biao'she'du 竹菱镖蛇毒
'zhu'ling'biao'wu'gong'du 竹菱镖蜈蚣毒
'zhu'ling'biao'xie'du 竹菱镖蝎毒
'zhu'liu 逐流
'zhu'long 竹龙
'zhu'ming 煮茗
'zhu'po 蛛魄
'zhu'qi'guan'ti 驻气贯体
'zhu'que 朱雀
'zhu'que'ran'ding 朱雀燃鼎
'zhu'que'ran'ding'san 朱雀燃鼎散
'zhu'que'zhi'yan 朱雀之炎
'zhu'ren'kan 主人看
'zhu'san'de'hun'tun 煮散的馄饨
'zhu'san'de'xue'chang'pian 煮散的血肠片
'zhu'san'le'de'ma'yuan 煮散了的麻圆
'zhu'shan'gong'ji 竹扇攻击
'zhu'shen 逐神
'zhu'sheng 逐生
'zhu'shi 注视
'zhu'shi'she'ji 注视射击
'zhu'tu'meng'jin 猪突猛进
'zhu'wang'zhi'chu 蛛王之触
'zhu'wei 助威
'zhu'xian'hou'duan'ye'kui'yuan'xing'yu'jing 主线后段叶葵圆形预警
'zhu'xian'zhen 诛仙阵
'zhu'xie'qiang'ti'ding 朱蝎强体钉
'zhu'xie'zhen'mo 诛邪镇魔
'zhu'xin 诛心
'zhu'xin'zhou 诛心咒
'zhu'xing 诸行
'zhu'xing 逐星
'zhu'xing'jian 逐星箭
'zhu'xing'jian'fei'tian 逐星箭飞天
'zhu'xing'shi'ye 诸刑十业
'zhu'xing'zhui'yue 逐星追月
'zhu'xiu 珠袖
'zhu'xiu'luo'ri 珠袖落日
'zhu'xiu'luo'ri'chuan'fen'fang 珠袖落日传芬芳
'zhu'xiu'luo'ri'ning'san'jiang 珠袖落日凝三江
'zhu'xiu'luo'ri'que'shuang'fei 珠袖落日鹊双飞
'zhu'xue'luo'cha'xi 铸血罗刹嬉
'zhu'xue'luo'cha'xi 铸血罗刹戏
'zhu'yan 朱厌
'zhu'ye'biao 竹叶镖
'zhu'ye'yi'bi'zhi'li 竹业一臂之力
'zhu'ying'shi 逐影式
'zhu'ying'shi 逐鹰式
'zhu'ying'shuo'shuo 竹影烁烁
'zhu'you'huo'li 祝由火离
'zhu'you'huo'li'ji 祝由火离极
'zhu'you'huo'li'sheng 祝由火离盛
'zhu'you'shan'gen 祝由山艮
'zhu'you'shui'kan 祝由水坎
'zhu'yuan 烛远
'zhu'yue 逐月
'zhu'yun 逐云
'zhu'yun'fei 驻云飞
'zhu'yun'han'rui 逐云寒蕊
'zhu'yun'han'rui'guan'ti 逐云寒蕊贯体
'zhu'zhu'pu'pu 猪猪噗噗
'zhu'zhu'tu'tu 猪猪突突
'zhu'zhu'xiu'xi 猪猪休息
'zhua'bu 抓捕
'zhua'ci 爪刺
'zhua'ci'heng'sao 爪刺横扫
'zhua'fei'chong 抓飞虫
'zhua'nao 抓挠
'zhua'ren 抓人
'zhua'ren'chong'feng 抓人冲锋
'zhua'wei'ba 抓尾巴
'zhuan'a'zhuan 转啊转
'zhuan'feng'guai'zhang 馔风拐杖
'zhuan'ge'quan 转个圈
'zhuan'jin'ru'feng 转进如风
'zhuan'luo'qi'xing 转落七星
'zhuan'qian'kun 转乾坤
'zhuan'quan 转圈
'zhuan'quan'piao 转圈飘
'zhuan'quan'quan 转圈圈
'zhuan'shu'zuo'yi 专属座椅
'zhuan'wan 转弯
'zhuan'yi'xia 转一下
'zhuan'yi'zhuan 转一转
'zhuan'zhu'da'ji 专注打击
'zhuan'zhu'fu'zhu 专注辅助
'zhuan'zhuan'zhuan 转转转
'zhuan'zhuan'zhuan'zhuan'quan'quan 转转转转圈圈
'zhuang'gu'san 壮骨散
'zhuang'ji 撞击
'zhuang'jia'bao'lie 装甲爆裂
'zhuang'si 装死
'zhuang'si'qi'shen 装死起身
'zhuang'tian 装填
'zhuang'tian'gong'jian 装填弓箭
'zhuang'xing 桩刑
'zhuang'zhou'meng 庄周梦
'zhui'di 锥地
'zhui'di'tu'hao 坠氐土貉
'zhui'feng'duan'nian 追锋断念
'zhui'gan 追赶
'zhui'hun 追魂
'zhui'hun'sao'wei 追魂扫尾
'zhui'hun'zhang 追魂杖
'zhui'ji 坠击
'zhui'ji 追击
'zhui'ji'di'ci 追击地刺
'zhui'ji'yue'zhan 追击月斩
